END
AK-47
1463333022863,-0.118897,-0.394913,22
1463333022953,-0.156846,-0.863244,21
1463333023052,-0.28458,-1.48788,20
1463333023131,-0.548243,-2.1105,19
1463333023222,-0.613832,-2.81888,18
1463333023317,-0.312596,-3.31326,17
1463333023409,-0.434364,-3.63643,16
1463333023488,-0.185943,-4.00903,15
1463333023582,0.31871,-4.23901,14
1463333023674,0.70216,-4.35201,13
1463333023768,0.698548,-4.44197,12
1463333023846,0.839916,-4.63036,11
1463333023942,0.821172,-4.75477,10
1463333024034,1.08451,-4.67088,9
1463333024131,1.23013,-4.61186,8
1463333024208,0.876729,-4.74942,7
1463333024298,0.352905,-4.80581,6
1463333024396,0.367522,-4.76206,5
1463333024488,0.731841,-4.60105,4
1463333024568,1.21148,-4.54133,3
1463333024658,1.08702,-4.5926,2
1463333024753,0.49802,-4.57936,1
1463333024847,0.387533,-4.54897,0
1463333025635,0,0,0
END
P90
1463333051555,0,0,50
1463333052704,0,0,49
1463333052782,-0.0844351,-0.0995297,48
1463333052846,-0.0660387,-0.214154,47
1463333052926,-0.0117926,-0.33837,46
1463333052985,-0.09375,-0.65625,45
1463333053064,-0.386861,-1.07056,44
1463333053129,-0.722922,-1.40009,43
1463333053205,-1,-1.875,42
1463333053271,-0.765591,-2.29118,41
1463333053347,-0.493532,-2.65477,40
1463333053411,-0.426221,-2.9629,39
1463333053487,-0.35761,-3.29636,38
1463333053549,-0.443966,-3.49664,37
1463333053626,-0.799519,-3.50278,36
1463333053690,-0.943244,-3.57252,35
1463333053767,-1.12143,-3.66451,34
1463333053833,-1.4255,-3.64939,33
1463333053912,-1.08862,-3.69158,32
1463333053972,-0.633606,-3.74334,31
1463333054050,-0.336865,-3.77984,30
1463333054114,-0.051403,-3.80644,29
1463333054190,0.317938,-3.77549,28
1463333054252,0.709822,-3.69286,27
1463333054332,0.597678,-3.68305,26
1463333054392,0.724701,-3.71301,25
1463333054472,0.392708,-3.71577,24
1463333054535,-0.029464,-3.70382,23
1463333054598,-0.552084,-3.63719,22
1463333054675,-0.648028,-3.69428,21
1463333054737,-0.470536,-3.78726,20
1463333054813,-0.59021,-3.81449,19
1463333054880,-0.697023,-3.87325,18
1463333054957,-0.534896,-3.93893,17
1463333055019,-0.120223,-3.92028,16
1463333055096,0.087555,-3.89831,15
1463333055160,-0.0146228,-3.92894,14
1463333055238,-0.0414358,-3.93388,13
1463333055299,-0.395317,-3.91723,12
1463333055379,-0.710128,-3.8635,11
1463333055443,-0.667203,-3.90454,10
1463333055521,-0.328741,-3.89997,9
1463333055581,0.181593,-3.77908,8
1463333055659,0.42754,-3.74355,7
1463333055721,0.761438,-3.73673,6
1463333055799,1.20599,-3.6469,5
1463333055863,1.44811,-3.68261,4
1463333055944,1.77273,-3.58587,3
1463333056002,1.64092,-3.6587,2
1463333056082,1.30764,-3.72826,1
1463333056141,1.4328,-3.70094,0
1463333056883,0,0,0
END
PP-BIZON
1463333098586,0,0,64
1463333099693,0,0,63
1463333099785,-0.0325476,-0.132077,62
1463333099864,-0.103775,-0.20755,61
1463333099940,-0.182982,-0.411077,60
1463333100019,-0.386764,-0.748527,59
1463333100095,-0.75681,-1.13522,58
1463333100172,-0.667585,-1.69432,57
1463333100253,-0.405268,-2.21419,56
1463333100331,-0.395724,-2.67099,55
1463333100423,0.0986381,-2.8232,54
1463333100502,0.496162,-2.966,53
1463333100580,0.630525,-3.19429,52
1463333100657,1.04747,-3.26748,51
1463333100738,0.865229,-3.46466,50
1463333100818,0.140751,-3.43373,49
1463333100892,0.125064,-3.51352,48
1463333100972,0.496,-3.5324,47
1463333101065,0.650265,-3.51382,46
1463333101144,0.539843,-3.60307,45
1463333101222,0.725173,-3.69603,44
1463333101303,1.0762,-3.68553,43
1463333101378,1.47954,-3.55387,42
1463333101455,1.70422,-3.56598,41
1463333101533,1.91029,-3.53498,40
1463333101610,2.09397,-3.47076,39
1463333101706,2.09074,-3.38467,38
1463333101785,1.96885,-3.38592,37
1463333101862,1.88207,-3.48504,36
1463333101942,1.85413,-3.57725,35
1463333102017,1.24664,-3.66678,34
1463333102099,1.18111,-3.75561,33
1463333102174,1.12736,-3.81956,32
1463333102252,1.40498,-3.7737,31
1463333102333,0.991195,-3.81266,30
1463333102428,1.00494,-3.64957,29
1463333102502,1.17315,-3.51716,28
1463333102578,0.816571,-3.53415,27
1463333102659,0.891063,-3.57016,26
1463333102740,0.650746,-3.70033,25
1463333102817,0.738673,-3.75568,24
1463333102896,1.14235,-3.5753,23
1463333102972,1.50517,-3.46158,22
1463333103068,1.84732,-3.21781,21
1463333103145,1.99531,-3.12581,20
1463333103222,1.80628,-3.27724,19
1463333103303,1.83605,-3.36687,18
1463333103380,2.13453,-3.31366,17
1463333103455,2.44487,-3.15831,16
1463333103533,1.95467,-3.33571,15
1463333103616,1.43649,-3.48928,14
1463333103708,1.32601,-3.41698,13
1463333103785,1.46875,-3.3125,12
1463333103862,1.49482,-3.38595,11
1463333103941,1.5606,-3.45196,10
1463333104020,1.799,-3.37133,9
1463333104098,1.45736,-3.45122,8
1463333104177,1.08511,-3.57687,7
1463333104251,0.622038,-3.66198,6
1463333104347,-0.154921,-3.3609,5
1463333104425,-0.26013,-3.34789,4
1463333104505,-0.138774,-3.48934,3
1463333104581,0.291369,-3.53546,2
1463333104657,0.0390282,-3.56524,1
1463333105510,0,0,0
END
GLOCK-18
1463333174295,0,0,20
1463333176813,0,0,19
1463333176970,0.0438685,-0.137266,18
1463333177127,0.00330193,-0.210852,17
1463333177267,-0.0609101,-0.394797,16
1463333177422,0,-0.53125,15
1463333177597,-0.00801898,-0.557326,14
1463333177767,-0.0831956,-0.466154,13
1463333177927,-0.00613216,-0.508302,12
1463333178095,0.0775352,-0.468513,11
1463333178329,-0.0150946,-0.183965,10
1463333178502,-0.0377364,-0.215569,9
1463333178660,0.0319509,-0.321964,8
1463333178816,0.0857445,-0.451294,7
1463333178955,0.0337942,-0.672852,6
1463333179146,-0.0577894,-0.488621,5
1463333179330,-0.0484006,-0.336446,4
1463333179502,0.0150946,-0.28601,3
1463333179658,0,-0.4375,2
1463333179829,-0.00801898,-0.469875,1
1463333180002,-0.00801898,-0.467045,0
1463333180650,0,0,0
END
DUAL BERETTAS
1463333225262,0,0,30
1463333227472,0,0,29
1463333227657,-0.0183965,-0.212739,28
1463333227801,0.152491,-0.940944,27
1463333227926,0.0317423,-1.98495,26
1463333228049,-0.284357,-2.63039,25
1463333228192,-0.0836684,-2.79991,24
1463333228346,0.00471705,-2.93672,23
1463333228472,0.437472,-3.0598,22
1463333228611,-0.108343,-3.19236,21
1463333228736,0.318243,-3.30114,20
1463333228876,0.375,-3.28125,20
1463333228877,0.357493,-3.11674,19
1463333229005,0.0495716,-3.30333,18
1463333229144,0.276003,-3.24647,17
1463333229268,-0.00613216,-3.26439,16
1463333229392,-0.224687,-3.19804,15
1463333229516,-0.0865908,-3.39508,14
1463333229628,-0.0948027,-3.50281,13
1463333229750,-0.309172,-3.47262,12
1463333229880,0.109609,-3.57658,11
1463333229988,0.0902688,-3.58271,10
1463333230113,0.343712,-3.82929,9
1463333230255,0.483371,-3.72772,8
1463333230381,0.136644,-3.78485,7
1463333230518,-0.131245,-3.82718,6
1463333230643,0.136002,-3.64711,5
1463333230797,0.390302,-3.21872,4
1463333230926,0.205011,-2.97206,3
1463333231048,0.368038,-3.02214,2
1463333231177,-0.142828,-3.24643,1
1463333232086,0,0,0
END
P250
1463333259155,0,0,13
1463333260876,0,0,12
1463333261064,-0.0099058,-0.171229,11
1463333261220,-0.0652905,-0.669806,10
1463333261380,-0.0342014,-1.34873,9
1463333261517,0.0913196,-1.71441,8
1463333261692,0.0874897,-1.8633,7
1463333261849,0.0326181,-1.86916,6
1463333262017,-0.00330193,-1.9851,5
1463333262175,-0.0298555,-1.89532,4
1463333262331,-0.1875,-2.15625,3
1463333262474,0.0390671,-2.31373,2
1463333262630,0.239243,-2.48233,1
1463333262785,0.236507,-2.34998,0
1463333263538,0,0,0
END
TEC-9
1463333289335,0,0,24
1463333291145,0,0,23
1463333291269,0.130662,-0.156606,22
1463333291393,-0.0952844,-0.22406,21
1463333291548,-0.380262,-0.836992,20
1463333291725,-0.459336,-1.05517,19
1463333291879,-0.0891113,-1.20416,18
1463333292037,0.437316,-0.990216,17
1463333292190,-0.139023,-0.708768,16
1463333292347,-0.374513,-0.78596,15
1463333292471,-0.0636394,-1.01746,14
1463333292611,-0.441011,-1.13569,13
1463333292737,-0.234387,-1.64744,12
1463333292878,0.416469,-1.32311,11
1463333293004,0.114873,-1.76348,10
1463333293158,-0.566639,-1.62757,9
1463333293284,-0.928018,-1.5651,8
1463333293457,-1.1627,-1.39023,7
1463333293625,-0.975317,-1.20289,6
1463333293751,-0.302385,-1.21593,5
1463333293894,0.0948373,-1.52969,4
1463333294020,-0.635634,-1.37477,3
1463333294174,-0.874566,-1.27493,2
1463333294299,0.111737,-1.02008,1
1463333294457,0.23239,-1.24285,0
1463333295178,0,0,0
END
DESERT EAGLE
1463333322167,0,0,7
1463333323565,0,0,6
1463333323848,0.24871,-1.00749,5
1463333324144,0.0322816,-0.933156,4
1463333324392,-0.146861,-1.55463,3
1463333324626,-0.0284404,-1.85853,2
1463333324846,-1.27287,-2.91377,1
1463333325081,-2.7383,-2.78451,0
1463333325900,0,0,0
END
M4A4
1463333364473,0,0,30
1463333365479,0,0,29
1463333365574,0.0386798,-0.178776,28
1463333365664,0.03125,-0.40625,27
1463333365761,-0.09375,-0.875,26
1463333365854,0.0399918,-1.45508,25
1463333365929,-0.125,-2.09375,24
1463333366026,-0.284971,-2.84831,23
1463333366118,0.155467,-3.27688,22
1463333366215,0.419226,-3.60909,21
1463333366293,1.04322,-3.73918,20
1463333366383,0.905552,-4.06098,19
1463333366478,0.420543,-4.20212,18
1463333366571,-0.37293,-4.0836,17
1463333366652,-1.05019,-4.08747,16
1463333366746,-1.76141,-3.93345,15
1463333366837,-1.76281,-4.01678,14
1463333366930,-1.52864,-4.1717,13
1463333367011,-1.83615,-4.18545,12
1463333367104,-2.25018,-4.09593,11
1463333367198,-2.15269,-4.16575,10
1463333367289,-1.19762,-4.18105,9
1463333367371,-0.917575,-4.35405,8
1463333367461,-0.183904,-4.40715,7
1463333367557,0.0516086,-4.46849,6
1463333367650,0.363174,-4.49306,5
1463333367729,0.0915435,-4.62324,4
1463333367823,0.225169,-4.71723,3
1463333367923,0.31345,-4.73896,2
1463333368011,0.403405,-4.70707,1
1463333368088,0.534967,-4.83667,0
1463333368890,0,0,0
END
FAMAS
1463333388979,0,0,25
1463333390293,0,0,24
1463333390385,-0.104718,-0.116039,23
1463333390481,-0.0797181,-0.228777,22
1463333390574,-0.246626,-0.500199,21
1463333390667,-0.274977,-0.952751,20
1463333390746,-0.251722,-1.54734,19
1463333390841,0.114022,-2.05828,18
1463333390931,0.545459,-2.35171,17
1463333391027,0.355672,-2.68688,16
1463333391104,-0.147443,-2.91192,15
1463333391200,-0.612554,-3.07125,14
1463333391289,-0.969148,-3.11981,13
1463333391384,-0.839339,-3.28166,12
1463333391461,-0.207076,-3.38933,11
1463333391463,-0.207076,-3.38933,11
1463333391558,0.0894591,-3.5254,10
1463333391654,0.648718,-3.44424,9
1463333391743,0.802605,-3.45602,8
1463333391820,1.20667,-3.47331,7
1463333391917,1.31173,-3.59091,6
1463333392009,1.17559,-3.67492,5
1463333392102,0.490533,-3.62793,4
1463333392183,0.420067,-3.72615,3
1463333392275,0.719928,-3.69522,2
1463333392368,1.12425,-3.52858,1
1463333392463,1.54993,-3.21539,0
1463333393202,0,0,0
END
AUG
1463333421442,0,0,30
1463333422945,0,0,29
1463333423042,0.124058,-0.165568,28
1463333423137,0.123358,-0.529403,27
1463333423229,0,-1.125,26
1463333423323,-0.192203,-1.83881,25
1463333423401,-0.0213998,-2.65279,24
1463333423494,0.172628,-3.50328,23
1463333423590,0.550356,-4.05712,22
1463333423683,0.747386,-4.47388,21
1463333423760,1.11263,-4.80936,20
1463333423853,0.665958,-5.13419,19
1463333423950,0.53125,-5.28125,18
1463333424042,0.914117,-5.26014,17
1463333424121,0.923525,-5.46552,16
1463333424216,0.28356,-5.54414,15
1463333424307,-0.69539,-5.26116,14
1463333424399,-1.5647,-4.92258,13
1463333424481,-1.66353,-5.09211,12
1463333424572,-1.81038,-5.24579,11
1463333424666,-2.02926,-5.20064,10
1463333424762,-1.3729,-5.26045,9
1463333424839,-0.482776,-5.35411,8
1463333424931,-0.0601225,-5.48851,7
1463333425023,-0.225574,-5.50918,6
1463333425116,0.22308,-5.46551,5
1463333425195,1.00907,-5.33292,4
1463333425290,1.63466,-5.28619,3
1463333425384,1.1139,-5.29032,2
1463333425480,0.630599,-5.32494,1
1463333426391,0,0,0
END
MP9
1463333446407,0,0,30
1463333447416,0,0,29
1463333447494,-0.0169814,-0.156134,28
1463333447556,-0.0938999,-0.273376,27
1463333447635,-0.00377364,-0.583303,26
1463333447696,-0.0407576,-1.07943,25
1463333447775,0.20836,-1.67322,24
1463333447838,0.181544,-2.23987,23
1463333447919,-0.0240569,-2.84487,22
1463333447980,0.234176,-3.25291,21
1463333448063,0.827321,-3.50833,20
1463333448122,1.44849,-3.49944,19
1463333448196,2.15337,-3.3387,18
1463333448259,2.11713,-3.60498,17
1463333448337,2.14376,-3.91365,16
1463333448398,1.49202,-4.11255,15
1463333448478,1.1487,-4.36234,14
1463333448541,0.627427,-4.57393,13
1463333448619,0.234152,-4.72333,12
1463333448680,-0.313684,-4.69038,11
1463333448758,-1.16241,-4.42035,10
1463333448823,-1.02009,-4.49022,9
1463333448901,-0.558956,-4.55633,8
1463333448961,0,-4.59375,7
1463333449025,0.0760324,-4.75637,6
1463333449104,-0.427957,-4.69115,5
1463333449165,-1.05471,-4.54888,4
1463333449246,-1.27919,-4.58523,3
1463333449307,-1.5625,-4.625,2
1463333449384,-1.28286,-4.71293,1
1463333450251,0,0,0
END
P2000
1463333494238,0,0,9
1463333495602,0,0,8
1463333495773,0,-0.1875,7
1463333496011,0,-0.26384,6
1463333496260,0,-0.228243,5
1463333496462,0,-0.521729,4
1463333496637,0,-0.966313,3
1463333496807,0,-1.32461,2
1463333496977,0,-1.50234,1
1463333497936,0,0,0
END
FIVE-SEVEN
1463333531342,0,0,20
1463333532400,0,0,19
1463333532558,0,-0.28125,18
1463333532714,0,-0.75,17
1463333532854,0,-1.125,16
1463333533028,0.00613216,-1.50942,15
1463333533184,0.0619732,-1.69345,14
1463333533355,0.0884894,-1.6762,13
1463333533525,0.00424534,-1.42832,12
1463333533700,0.0287955,-1.37322,11
1463333533852,-0.00424534,-1.79583,10
1463333534011,-0.03125,-1.6875,9
1463333534163,-0.0289745,-1.55896,8
1463333534324,0.031533,-1.8192,7
1463333534480,0.0894244,-1.80817,6
1463333534651,0.0295129,-1.95378,5
1463333534807,-0.0603167,-1.9296,4
1463333534963,-0.0336835,-2.18267,3
1463333535289,0.00141511,-0.468427,2
1463333535465,0.00471705,-0.467045,1
1463333536341,0,0,0
END
