END
AK-47
1463332897286,0,0,30
1463332898548,0,0,29
1463332898659,-0.101888,-0.197644,28
1463332898752,0.00283023,-0.701163,27
1463332898862,-0.064441,-1.50899,26
1463332898957,-0.0928675,-2.36962,25
1463332899048,0.239433,-3.26366,24
1463332899162,0.46875,-4.03125,23
1463332899256,0.821669,-4.54889,22
1463332899362,0.365872,-4.95779,21
1463332899456,-0.768643,-4.82189,20
1463332899550,-1.39421,-5.06931,19
1463332899660,-1.03854,-5.28512,18
1463332899752,-1.47039,-5.32813,17
1463332899864,-2.19479,-5.07028,16
1463332899957,-2.26068,-5.21528,15
1463332900052,-1.25632,-5.43257,14
1463332900160,-0.628516,-5.57907,13
1463332900256,-0.242301,-5.73488,12
1463332900362,0.475474,-5.65824,11
1463332900458,1.41706,-5.42515,10
1463332900552,0.90625,-5.5625,9
1463332900659,1.03891,-5.57233,8
1463332900755,0.806985,-5.7327,7
1463332900862,0.562653,-5.78943,6
1463332900958,1.09375,-5.71875,5
1463332901052,1.29582,-5.85939,4
1463332901158,0.720015,-5.87592,3
1463332901253,-0.1703,-5.80224,2
1463332901365,-1.44229,-5.22913,1
1463332901459,-1.83114,-5.23447,0
1463332902291,0,0,0
END
GALIL
1463332869572,0,0,35
1463332869987,0,0,34
1463332870080,0.116039,-0.125473,33
1463332870177,0.0471705,-0.241513,32
1463332870267,0.212808,-0.531924,31
1463332870360,0.532056,-0.920859,30
1463332870442,0.524934,-1.51383,29
1463332870534,0.555592,-2.19863,28
1463332870627,0.75,-2.65625,27
1463332870722,1.0509,-2.89851,26
1463332870801,0.933051,-3.27409,25
1463332870894,0.318506,-3.53487,24
1463332870987,-0.5,-3.40625,23
1463332871081,-1.30397,-3.12015,22
1463332871159,-1.55559,-3.28426,21
1463332871253,-1.90665,-3.37553,20
1463332871348,-2.07462,-3.36851,19
1463332871440,-2.06567,-3.39881,18
1463332871518,-1.96875,-3.625,17
1463332871613,-1.2505,-3.80395,16
1463332871707,-0.879673,-3.88824,15
1463332871802,-0.1875,-3.8125,14
1463332871878,0.644561,-3.56722,13
1463332871971,0.805117,-3.64299,12
1463332872067,0.49289,-3.7651,11
1463332872158,0.8461,-3.69228,10
1463332872255,1.1178,-3.66408,9
1463332872333,1.57625,-3.58959,8
1463332872423,1.31519,-3.70798,7
1463332872518,0.415251,-3.55523,6
1463332872610,-0.23808,-3.47458,5
1463332872689,-0.625395,-3.64463,4
1463332872785,-0.47166,-3.8696,3
1463332872880,-0.853639,-3.75101,2
1463332872970,-1.50636,-3.36043,1
1463332873050,-1.90483,-3.34989,0
1463332873807,0,0,0
END
SG 553
1463332936684,0,0,30
1463332937958,0,0,29
1463332938051,-0.0976429,-0.213211,28
1463332938143,-0.463408,-0.646978,27
1463332938235,-0.687579,-1.34255,26
1463332938331,-0.870678,-2.15077,25
1463332938407,-1.09767,-3.03515,24
1463332938503,-1.29668,-4.00571,23
1463332938595,-1.84107,-4.38462,22
1463332938690,-1.45811,-4.84579,21
1463332938768,-1.6875,-5.1875,20
1463332938865,-2.11124,-5.40652,19
1463332938957,-2.26312,-5.52092,18
1463332939052,-2.08809,-5.67102,17
1463332939129,-2.29201,-5.83342,16
1463332939223,-2.2512,-6.11599,15
1463332939317,-2.65164,-5.98597,14
1463332939410,-3.18409,-5.49472,13
1463332939489,-3.66696,-5.26979,12
1463332939581,-3.88803,-5.19997,11
1463332939677,-2.7629,-5.29501,10
1463332939767,-1.2024,-5.14666,9
1463332939849,-0.0148991,-5.12558,8
1463332939942,0.468037,-5.37904,7
1463332940032,0.886951,-5.62085,6
1463332940128,1.02185,-5.79811,5
1463332940222,1.63597,-5.71597,4
1463332940299,2.41734,-5.61725,3
1463332940395,2.2387,-5.83205,2
1463332940488,1.85717,-5.94791,1
1463332940585,0.760844,-5.82612,0
1463332941385,0,0,0
END
MAC-10
1463332968024,0,0,30
1463332970034,0,0,29
1463332970113,-0.123587,-0.0816049,28
1463332970192,-0.158493,-0.187267,27
1463332970267,-0.0716556,-0.336536,26
1463332970349,0.0155663,-0.718616,25
1463332970423,0.324017,-1.19862,24
1463332970485,0.592374,-1.74221,23
1463332970566,0.855646,-2.39318,22
1463332970642,0.719656,-2.92125,21
1463332970724,0.971279,-3.20048,20
1463332970801,1.04935,-3.44227,19
1463332970862,1.15481,-3.69389,18
1463332970940,1.12587,-3.97213,17
1463332971019,1.0625,-4.125,16
1463332971097,0.796737,-4.21986,15
1463332971174,0.15625,-4.09375,14
1463332971236,-0.50789,-3.96096,13
1463332971318,-0.622794,-4.00074,12
1463332971395,-0.952788,-3.92467,11
1463332971474,-0.773254,-3.9314,10
1463332971549,-0.933912,-3.86314,9
1463332971613,-1.25,-3.84375,8
1463332971692,-1.55984,-3.88129,7
1463332971768,-1.1099,-3.90377,6
1463332971849,-0.751967,-3.9655,5
1463332971925,-0.290494,-3.96528,4
1463332971989,0.278818,-3.94455,3
1463332972065,0.344154,-4.03739,2
1463332972142,-0.21898,-3.91144,1
1463332972976,0,0,0
END
MP7
1463332993835,0,0,30
1463332995613,0,0,29
1463332995707,0.00377364,-0.12453,28
1463332995785,-0.0297174,-0.214626,27
1463332995864,-0.110425,-0.303196,26
1463332995942,-0.25357,-0.555909,25
1463332996018,-0.508427,-0.944278,24
1463332996097,-0.48901,-1.40857,23
1463332996174,-0.75698,-1.76888,22
1463332996255,-0.834103,-2.13532,21
1463332996345,-1.13522,-2.21234,20
1463332996423,-1.29536,-2.32006,19
1463332996505,-1.07146,-2.54747,18
1463332996582,-0.525947,-2.67932,17
1463332996660,-0.0158181,-2.70582,16
1463332996737,0.34944,-2.7341,15
1463332996814,0.371737,-2.87279,14
1463332996893,0.200568,-3.0261,13
1463332996990,0.112862,-3.05483,12
1463332997065,-0.00613216,-3.10577,11
1463332997144,0.103398,-3.17284,10
1463332997223,0.054617,-3.27107,9
1463332997299,-0.352196,-3.21167,8
1463332997379,-0.909545,-2.94779,7
1463332997457,-1.01676,-2.9202,6
1463332997535,-1.27486,-2.85294,5
1463332997628,-1.20662,-2.80404,4
1463332997708,-1.24866,-2.76026,3
1463332997785,-1.24876,-2.80435,2
1463332997862,-1.38455,-2.82999,1
1463332998666,0,0,0
END
UMP-45
1463333020805,0,0,25
1463333022673,0,0,24
1463333022767,-0.0250003,-0.181135,23
